"","Q01.estres","Q01.incremento","Q01.sin_cambio","Q01.reduccion"
"2023-08-15",-0.140771588751624,-0.127994205208862,-0.0327201173517508,-0.0215449496800185
"2023-08-17",-0.142341921275831,-0.129587889778566,-0.0344879255851024,-0.0246588497154727
"2023-08-18",-0.131464801535024,-0.118549018949282,-0.0222429637464301,-0.0132970264030897
"2023-08-22",-0.130962547887324,-0.118039296405759,-0.0216775496574093,-0.0119369011673646
"2023-08-24",-0.129407833958862,-0.116461462692263,-0.0199273241218157,-0.00908428078885182
"2023-08-25",-0.133128914144744,-0.120237878186087,-0.02411634529291,-0.0143944769598059
"2023-08-29",-0.12788291747216,-0.114913869531272,-0.0182106431776154,-0.00808645711873068
"2023-08-30",-0.134161548951187,-0.121285869061776,-0.0252788381310407,-0.0175523096030832
"2023-08-31",-0.132072592978855,-0.119165848716673,-0.0229271874391845,-0.014293862422614
"2023-09-01",-0.131097476557055,-0.118176231567991,-0.021829446156774,-0.0127219154788396
"2023-09-05",-0.135501936820111,-0.122646189523329,-0.0267877852323966,-0.0186450282655203
"2023-09-06",-0.133785509605034,-0.120904237722981,-0.0248555103059168,-0.0166162555810933
"2023-09-07",-0.133641499157161,-0.120758085729621,-0.0246933899578295,-0.0166658675770937
"2023-09-08",-0.130636764857687,-0.117708668733339,-0.0213107980852419,-0.0133805751884727
"2023-09-12",-0.126637194761449,-0.113649621971226,-0.016808265763584,-0.00921196435853144
"2023-09-13",-0.123196068817226,-0.110157323852722,-0.0140274358201337,-0.00530817272208772
"2023-09-14",-0.12682273562725,-0.113837921971588,-0.0184851920767652,-0.00942245153391319
"2023-09-15",-0.12743674653493,-0.114461063691011,-0.0197133279255706,-0.01011901733387
"2023-09-19",-0.134135010327582,-0.121258935788543,-0.0262743281995395,-0.017717874974157
"2023-09-20",-0.13480670581278,-0.121940619899263,-0.0276426409902689,-0.0184798811488383
"2023-09-21",-0.133298066396783,-0.120409545861466,-0.0257804832884873,-0.0167684023973942
"2023-09-22",-0.133000604145798,-0.120107660119335,-0.0253725586423441,-0.016430945801392
"2023-09-26",-0.131276720683356,-0.118358141191522,-0.0229736466243602,-0.0144752830468273
"2023-09-27",-0.127686369231445,-0.114714398467914,-0.0189187683003307,-0.0104022022595938
"2023-09-29",-0.129770452083413,-0.116829473225627,-0.0214365309089789,-0.0127664938720026
"2023-10-03",-0.134354360509303,-0.121481547875207,-0.0268993108057912,-0.0179667171899708
"2023-10-04",-0.1309734353133,-0.118050345736085,-0.0228390072961857,-0.0141312204027184
"2023-10-06",-0.126494930038691,-0.113505241663249,-0.0172091029589756,-0.00905057188296865
"2023-10-10",-0.128827960921088,-0.115872966498978,-0.020441231644267,-0.0116972830449235
"2023-10-11",-0.128516871056054,-0.115557250489755,-0.0204154044136182,-0.0113443665771779
"2023-10-12",-0.129683992662913,-0.116741728087426,-0.0218384385464293,-0.0126684098238994
"2023-10-13",-0.130283882604018,-0.117350538850702,-0.0214851855260068,-0.0133489560674348
"2023-10-17",-0.130130642633375,-0.117195020084511,-0.0213127757264827,-0.0136797426058017
"2023-10-18",-0.129611130267146,-0.116667782172115,-0.0207282740293313,-0.0128577213457834
"2023-10-19",-0.129980237280671,-0.117042378089194,-0.0211435551465098,-0.0131423779111528
"2023-10-20",-0.128773632565182,-0.115817830238874,-0.0197860080507346,-0.01137405854632
"2023-10-24",-0.133430011264229,-0.120543452849992,-0.0250248847918726,-0.0178836352110062
"2023-10-25",-0.133807149970124,-0.120926199896848,-0.0254492023403781,-0.0178028204649726
"2023-10-26",-0.137574043583406,-0.124749110098772,-0.0296873222641302,-0.0236930346119558
"2023-10-27",-0.136518923512121,-0.123678299585158,-0.0285002100557324,-0.021788379134423
"2023-10-31",-0.133200784656837,-0.120310817467655,-0.0247669826710328,-0.0172641135819287
"2023-11-01",-0.132446849529984,-0.119545670748917,-0.0239187326777052,-0.0161159597367744
"2023-11-02",-0.132898728963807,-0.120004269975482,-0.024427140779508,-0.0172458494483491
"2023-11-03",-0.133115675314955,-0.120224442484774,-0.0246712264234298,-0.0176964890750527
"2023-11-07",-0.132437453423495,-0.119536134915139,-0.023908161148428,-0.0164471642815435
"2023-11-08",-0.132207658255961,-0.119302922517736,-0.0236496193423965,-0.0177674017066025
"2023-11-09",-0.129315159273827,-0.116367409863791,-0.0203952780139371,-0.0124382446768539
"2023-11-10",-0.131287304988636,-0.118368882893515,-0.0226141328329325,-0.0151858120371863
"2023-11-14",-0.131672891516577,-0.118760203387992,-0.0230376905459335,-0.01594923499359
"2023-11-15",-0.131678203312564,-0.118765594174447,-0.0241109459262991,-0.0159552547030447
"2023-11-16",-0.1338765537226,-0.120996635736199,-0.025237748059068,-0.0184465835831555
"2023-11-17",-0.136290069825687,-0.123446042669398,-0.0296022379286184,-0.0211817537101667
"2023-11-21",-0.136968200468023,-0.124134257632964,-0.0302884948456458,-0.0219502601530104
"2023-11-22",-0.136438235783469,-0.123596411968277,-0.0296835534269408,-0.0213496660356934
"2023-11-23",-0.137269455542515,-0.124439992600789,-0.0305756373514829,-0.0222916640820364
"2023-11-24",-0.133641479578881,-0.120758065860197,-0.0264588189321671,-0.018180180647326
"2023-11-28",-0.134700555546075,-0.121832891096917,-0.0277596356631127,-0.0193804017454984
"2023-11-29",-0.134018988470659,-0.121141188597884,-0.0272292556883817,-0.0186080008894008
"2023-11-30",-0.133490753092741,-0.120605097955944,-0.0266214729567413,-0.0180093665468058
"2023-12-01",-0.13394301189481,-0.121064082192251,-0.026258092958436,-0.0185218987662995
"2023-12-05",-0.135149628838621,-0.122288642452738,-0.0273209925636402,-0.0198893239163676
"2023-12-06",-0.134846995518295,-0.121981508743509,-0.0269700778229029,-0.0195463580599829
"2023-12-07",-0.134771337188213,-0.121904725316202,-0.0274533924537632,-0.0194606165958867
"2023-12-08",-0.135454074771857,-0.122597615729817,-0.0280989295984732,-0.0202343439561398
"2023-12-12",-0.135300945498783,-0.122442209307352,-0.0283684687399918,-0.0200608068445599
"2023-12-13",-0.134692746673971,-0.121824966100914,-0.0276438429265359,-0.0193715521696965
"2023-12-14",-0.135452521240066,-0.12259603909582,-0.0284976107350119,-0.0193731703039978
"2023-12-15",-0.136059175277824,-0.123211714543039,-0.0291793151660795,-0.0206719894174815
"2023-12-20",-0.138553935465873,-0.125743573722872,-0.0319827071634846,-0.0239912416392701
"2023-12-21",-0.142238943161444,-0.129483380300869,-0.036123594585703,-0.0276109753261312
"2023-12-22",-0.144568480200234,-0.131847559336864,-0.0387413233451592,-0.030719477270118
"2023-12-26",-0.143145258801037,-0.130403173547098,-0.0371420323591328,-0.0297915013256027
"2023-12-27",-0.141041479092136,-0.128268109025128,-0.0347779898237062,-0.0261187623162067
"2023-12-28",-0.14111449348521,-0.128342209198061,-0.0348600369744575,-0.0265453756119997
"2023-12-29",-0.139909093946674,-0.127118884446596,-0.0335055150303458,-0.025667409858808
"2024-01-02",-0.139231178550314,-0.126430887929879,-0.0327437333544254,-0.0240248312031749
"2024-01-03",-0.140737480249676,-0.127959589487406,-0.0344363826719417,-0.025970482283893
"2024-01-04",-0.140964523263403,-0.128190008804372,-0.0346915136343486,-0.0251792155865866
"2024-01-05",-0.141039633473838,-0.128266235961074,-0.0347759158802493,-0.02560634781907
"2024-01-09",-0.141790901715238,-0.129028676135732,-0.0356201250294637,-0.0271299496390259
"2024-01-10",-0.143062249540106,-0.130318929874978,-0.0370487538552831,-0.0277548066097699
"2024-01-11",-0.144854599845815,-0.132137933800376,-0.0390628394285749,-0.0302756961743226
"2024-01-12",-0.143809978654515,-0.13107777829312,-0.0378889860449753,-0.0289001435245586
"2024-01-16",-0.145381558078633,-0.13267272830509,-0.0396549887261008,-0.0316812208215839
"2024-01-17",-0.145531015146027,-0.132824407913369,-0.0398229354284317,-0.0309707630960895
"2024-01-18",-0.14418950256623,-0.131462946015632,-0.0383154616244816,-0.0282816788671125
"2024-01-19",-0.14426414154211,-0.131538694930161,-0.0383993343384511,-0.0286882749603404
"2024-01-23",-0.142543420952022,-0.129792385909032,-0.0364657399372215,-0.027600106780065
"2024-01-24",-0.142019294064518,-0.129260464853902,-0.0358767722564429,-0.0268114328956968
"2024-01-26",-0.143441956167848,-0.130704283030643,-0.0374754347549835,-0.0280154176419178
"2024-01-30",-0.141711566004946,-0.128948160642758,-0.0355309745386038,-0.0256259029260619
"2024-01-31",-0.143133686114134,-0.130391428765491,-0.0371290279918157,-0.0278220989311402
"2024-02-01",-0.142983902851094,-0.130239418110788,-0.0369607147395192,-0.0270770583667427
"2024-02-02",-0.139754697437722,-0.126962191943487,-0.0333320178181907,-0.024350907171044
"2024-02-07",-0.139680713362095,-0.126887107668078,-0.0332488810235033,-0.0239478538395508
"2024-02-08",-0.144912049960068,-0.132196238241761,-0.0391273968122143,-0.0304106696348041
"2024-02-09",-0.144609546668154,-0.131889236494566,-0.0387874702285674,-0.0288063253001922
"2024-02-14",-0.145422970309318,-0.132714756367314,-0.0400418199659323,-0.0306117488843755
"2024-02-15",-0.145572332719471,-0.132866339910726,-0.0399196160706951,-0.030781177924158
"2024-02-16",-0.1464636164154,-0.133770877676794,-0.0411102794253332,-0.0317922043304694
"2024-02-20",-0.145954902957643,-0.133254599260899,-0.040525415605792,-0.0312151459354971
"2024-02-21",-0.14312011917925,-0.13037766007991,-0.0371359404678941,-0.0279995129454292
"2024-02-22",-0.142888474887055,-0.130142571059948,-0.0366329262187296,-0.0277367475685346
"2024-02-23",-0.141542268744161,-0.128776345802241,-0.0354927390592382,-0.026209680524651
"2024-02-28",-0.140872125315054,-0.128096236827873,-0.0346074951753426,-0.0254495042688329
"2024-02-29",-0.141021090982799,-0.128247417729014,-0.0336045500388803,-0.0256184832644231
"2024-03-01",-0.145852976487099,-0.133151157065793,-0.0393790105117269,-0.0310995257870611
"2024-03-05",-0.143782315156794,-0.131049703418033,-0.0372525011652247,-0.0287506740207499
"2024-03-06",-0.143119709274649,-0.130377244079715,-0.0353206597459639,-0.0279990479707221
"2024-03-07",-0.143570272742231,-0.130834507770614,-0.0362716259743135,-0.0285101440061658
"2024-03-08",-0.140054368935356,-0.127266319785455,-0.0315094858551658,-0.0245218834702239
"2024-03-13",-0.140428459078283,-0.127645972934881,-0.0322350735896272,-0.0249462320974539
"2024-03-14",-0.138252728339138,-0.125437887415824,-0.029655302082406,-0.0224781949950743
"2024-03-15",-0.137274995336844,-0.124445614776096,-0.0282859245408723,-0.0213691049397344
"2024-03-19",-0.137123151093247,-0.124291512492478,-0.0297215937094749,-0.0211968606356764
"2024-03-20",-0.139904238762335,-0.127113957061954,-0.0310607776805659,-0.0243515835197124
"2024-03-21",-0.141249705868989,-0.128479432293387,-0.0330532824694918,-0.0258778122388778
"2024-03-22",-0.136828901510391,-0.123992887193307,-0.0283642378033715,-0.0208630790354158
"2024-03-26",-0.137654568176945,-0.124830832154595,-0.0296938285847653,-0.0217996728567885
"2024-03-27",-0.137729463559247,-0.124906841288506,-0.0297309862708705,-0.021884630328314
"2024-03-28",-0.137655477100687,-0.124831754594728,-0.0289031847837258,-0.0218007038931561
"2024-04-02",-0.138626941814939,-0.125817665732179,-0.0310640749018553,-0.0229026835247766
"2024-04-03",-0.136904898150149,-0.124070013961215,-0.0275737539095344,-0.0209492857167876
"2024-04-04",-0.139225785416622,-0.126425414596165,-0.0313852051688835,-0.0235819809216857
"2024-04-05",-0.138776569756742,-0.125969518755899,-0.030347499844702,-0.0230724137700118
"2024-04-09",-0.140716851001803,-0.127938653466842,-0.033378800478909,-0.0252733690700899
"2024-04-11",-0.139822248996437,-0.127030748045539,-0.032361528587817,-0.0242585785441383
"2024-04-12",-0.138851529741063,-0.12604559345251,-0.0312253228730101,-0.0231574445227468
"2024-04-16",-0.137056457857491,-0.124223827477306,-0.0285470919169261,-0.0211212072575445
"2024-04-17",-0.139298568074711,-0.126499279588037,-0.0317476215286776,-0.0236645418274722
"2024-04-18",-0.140494192039328,-0.127712683395324,-0.0325414270748312,-0.0250207961893195
"2024-04-19",-0.143687438714115,-0.130953416090098,-0.0359742815411561,-0.0286430510615019
"2024-04-23",-0.14540657970931,-0.132698122026551,-0.0386360893297629,-0.0305931562303211
"2024-04-25",-0.143474225899242,-0.130737032637621,-0.0356627917571848,-0.028401193404973
"2024-04-26",-0.145035766251408,-0.132321794288961,-0.0376284114036788,-0.0301725245061382
"2024-04-30",-0.14505071671172,-0.132336967074051,-0.0375649291026925,-0.0301894835397559
"2024-05-01",-0.146087774015644,-0.133389446213141,-0.038806089831156,-0.031365868033172
"2024-05-02",-0.141842147800653,-0.129080684289625,-0.034399988061705,-0.0265498479104088
"2024-05-03",-0.13952519788177,-0.126729279553635,-0.031430323050758,-0.023921619030209
"2024-05-07",-0.138328100146606,-0.125514380059708,-0.0308950412350001,-0.0225636928988167
"2024-05-08",-0.137053763727781,-0.124221093283827,-0.0283105947399901,-0.021118151175299
"2024-05-09",-0.135851168727167,-0.123000614775907,-0.0278451242792528,-0.0197539892285781
"2024-05-10",-0.136605290373754,-0.12376595078807,-0.0282060600896415,-0.0206094260572256
"2024-05-14",-0.136607475582855,-0.123768168492901,-0.0281631343382496,-0.0206119048460945
"2024-05-15",-0.134502610813414,-0.12163200277471,-0.0265189507099401,-0.0182242544567287
"2024-05-16",-0.136977445548635,-0.124143640194995,-0.0291160057652038,-0.0210315797561752
"2024-05-17",-0.135400333571703,-0.122543075356919,-0.0275068741994606,-0.0192425850043679
"2024-05-21",-0.131787411201815,-0.118876426068524,-0.0234778612767841,-0.0151442715979921
"2024-05-22",-0.132994952677344,-0.120101924609223,-0.0251093527691375,-0.0165140445715717
"2024-05-23",-0.134055222602671,-0.121177961559147,-0.0260108521213752,-0.0177167602694128
"2024-05-24",-0.13705622401255,-0.124223590154911,-0.0281199685036161,-0.0211209419958638
"2024-05-28",-0.141460625907887,-0.128693488874557,-0.0343765578991161,-0.0261170690882062
"2024-05-29",-0.1430159783019,-0.130271970548076,-0.0359662222921719,-0.0278813808877491
"2024-05-31",-0.142047154216883,-0.129288739308037,-0.0347299784645192,-0.0267823966501853
"2024-06-04",-0.14137165806914,-0.128603198016013,-0.0329234238860868,-0.0260161485455146
"2024-06-05",-0.140484089358134,-0.127702430479534,-0.0332257787275831,-0.0250093362271228
"2024-06-07",-0.141597889921708,-0.128832794109233,-0.0341262126546908,-0.0262727743291347
"2024-06-12",-0.146321755597454,-0.133626907280002,-0.0399765718543854,-0.031631284711251
"2024-06-13",-0.145946533634933,-0.13324610547996,-0.0388542163297245,-0.0312056522060576
"2024-06-14",-0.147209090986705,-0.134527438025052,-0.0400954664825134,-0.032637832361438
"2024-06-18",-0.145978396080717,-0.133278441744678,-0.0385440832097725,-0.0312417953265977
"2024-06-19",-0.144864915004383,-0.13214840235324,-0.0377063007379141,-0.0299787196344881
"2024-06-20",-0.145760027702628,-0.133056826061817,-0.0383203728606115,-0.0309940894641882
"2024-06-21",-0.148710363811755,-0.136051035925062,-0.0426859748340591,-0.0343407990780257
"2024-06-25",-0.148335318866062,-0.135670413774223,-0.0422574300875923,-0.0339153673716213
"2024-06-26",-0.146260571780003,-0.133564813612397,-0.0388171889963707,-0.0315618809340206
"2024-06-27",-0.149508854317093,-0.136861400594834,-0.042529986308471,-0.0352465656591633
"2024-06-28",-0.148340448345405,-0.135675619532846,-0.0422610253821056,-0.0339211859892957
"2024-07-02",-0.149672427916826,-0.137027406659083,-0.0444726607981308,-0.0354321151418483
"2024-07-03",-0.148580450191859,-0.13591919039029,-0.0412580645589804,-0.034193431746103
"2024-07-04",-0.147470032838394,-0.134792260281623,-0.0412785167749535,-0.0329338313837186
"2024-07-05",-0.144949348838477,-0.132234091783015,-0.0375357049307301,-0.0300744970353811
"2024-07-09",-0.143223786570982,-0.130482869085034,-0.036486402295303,-0.0281171079053656
"2024-07-10",-0.144622250711707,-0.131902129456962,-0.0368826481144363,-0.0297034537355544
"2024-07-11",-0.146583355643829,-0.133892397519117,-0.0398383917079024,-0.0319280303557472
"2024-07-12",-0.146579858542849,-0.133888848413571,-0.0391823587093084,-0.0319240634241718
"2024-07-16",-0.14832155249223,-0.135656442683885,-0.0415108421864994,-0.0338997515048363
"2024-07-17",-0.143126847940198,-0.130384488902679,-0.035449019928766,-0.0280071457059422
"2024-07-18",-0.140553037266705,-0.127772403696232,-0.0322586865280577,-0.0250875471901915
"2024-07-19",-0.141659273638428,-0.128895090648761,-0.0334889271693625,-0.0263424048618195
"2024-07-23",-0.137882738701887,-0.125062395749729,-0.0292180531619173,-0.0220584977706871
"2024-07-24",-0.141363243037855,-0.128594657846778,-0.0335155038781738,-0.0260066029666176
"2024-07-25",-0.134835862767638,-0.121970210440337,-0.0265030542812438,-0.0186022783420686
"2024-07-26",-0.135061974702649,-0.122199684832734,-0.0267931004536829,-0.0188587680973771
"2024-07-30",-0.136542839745924,-0.123702571471646,-0.0283674628767642,-0.0205385852754236
"2024-07-31",-0.137064013857349,-0.124231495840659,-0.0282842204925798,-0.0211297783953507
"2024-08-01",-0.138180052562959,-0.125364130895277,-0.0297781267779968,-0.0223957553306313
"2024-08-02",-0.139812593813007,-0.127020949282147,-0.0310028046697729,-0.0242476262003999
"2024-08-06",-0.137143941839546,-0.124312612413074,-0.028818125879891,-0.0212204445894856
"2024-08-07",-0.13892148053146,-0.126116584464653,-0.0308825543746498,-0.0232367931034032
"2024-08-08",-0.139439489312055,-0.126642296431946,-0.0309026221564255,-0.0238243956347571
"2024-08-09",-0.138698993062695,-0.125890788437087,-0.0313266032684978,-0.0229844147562813
"2024-08-13",-0.141871761938711,-0.129110738812563,-0.0338603229156502,-0.0265834406662434
"2024-08-14",-0.140252492808717,-0.127467389912322,-0.0326884368071122,-0.0247466250071817
"2024-08-15",-0.139960174171493,-0.127170724273421,-0.0313363902708849,-0.0244150337723816
"2024-08-20",-0.140696977137939,-0.127918484063425,-0.0328960302766603,-0.0252508251805813
"2024-08-21",-0.140031525002336,-0.127243136145682,-0.0321152836153885,-0.0244959704869473
"2024-08-22",-0.139438243776743,-0.126641032374571,-0.0306704651966421,-0.0238229827635287
"2024-08-23",-0.136186325087262,-0.123340755167377,-0.0284110998534778,-0.0201341733740382
"2024-08-27",-0.139066668399642,-0.126263931387463,-0.030550359535667,-0.023401486757375
"2024-08-28",-0.130768345025441,-0.117842205598809,-0.0218619916515567,-0.0139882953147958
"2024-08-29",-0.136924181238821,-0.124089583804162,-0.0288012669519898,-0.0209711594612887
"2024-08-30",-0.140104820615795,-0.127317521720963,-0.0315221926496221,-0.0245791132629369
"2024-09-03",-0.143277393242983,-0.130537272929241,-0.0357658735054865,-0.0281779165583174
"2024-09-04",-0.14320642010039,-0.130465244361744,-0.035681056308156,-0.0280974082738867
"2024-09-05",-0.139142378383796,-0.126340767236978,-0.0318851935994805,-0.0234873682713649
"2024-09-06",-0.143132926055108,-0.130390657403806,-0.0351682387182416,-0.0280140404070376
"2024-09-10",-0.144089315179765,-0.131361268766115,-0.0371946034857299,-0.029098919064814
"2024-09-11",-0.146364306197125,-0.13367009063963,-0.0387542795869137,-0.0316795519241136
"2024-09-12",-0.142769388390577,-0.1300217136562,-0.0351576027454257,-0.0276016619688271
"2024-09-13",-0.142101730983218,-0.129344127672624,-0.0347582726742741,-0.0268443057282809
"2024-09-17",-0.139954964680291,-0.127165437313101,-0.0320259020139358,-0.024409124393367
"2024-09-18",-0.14032416547442,-0.127540128405373,-0.0329390470571851,-0.0248279267946679
"2024-09-19",-0.141429451732406,-0.128661851115247,-0.0338895076240917,-0.0260817067061158
"2024-09-20",-0.142895792292941,-0.130149997281256,-0.0353766388195347,-0.0277450480576057
"2024-09-25",-0.140611405238638,-0.127831639644543,-0.0320913055406848,-0.0251537568170209
"2024-09-26",-0.14544716442481,-0.132739310267805,-0.0382301021497717,-0.0306391934452397
"2024-09-27",-0.146046551682697,-0.133347610872579,-0.0392123242545053,-0.0313191075377983
"2024-10-01",-0.145731935526237,-0.13302831613328,-0.0389999571218456,-0.0309622231434289
"2024-10-02",-0.146612113642282,-0.133921583170999,-0.0388623299062928,-0.031960651950826
"2024-10-03",-0.146614908017777,-0.133924419100994,-0.0393691877707228,-0.0319638217467365
"2024-10-04",-0.14580774501032,-0.133105252962364,-0.0375809014412977,-0.0310482175250234
"2024-10-08",-0.144181540306975,-0.131454865351492,-0.036077348752089,-0.02920353450809
"2024-10-09",-0.14557011402651,-0.132864088224104,-0.0388499773672669,-0.0307786611529194
"2024-10-10",-0.148004741817219,-0.135334920791865,-0.0410265095796363,-0.0335403777614363
"2024-10-11",-0.14464213880008,-0.131922313296418,-0.0363312761257475,-0.0297260137606155
"2024-10-15",-0.145231102933787,-0.132520035777185,-0.0379260322259876,-0.0296822608020245
"2024-10-16",-0.143103892874404,-0.130361192477503,-0.0355317787275937,-0.0271688810485735
"2024-10-17",-0.141935580666057,-0.129175506573189,-0.034216800181064,-0.0258283488836706
"2024-10-18",-0.14113020979539,-0.128358159221793,-0.0333103255167047,-0.0249653549414428
"2024-10-22",-0.137589342071815,-0.124764636087402,-0.0293249480984631,-0.0210382924139501
"2024-10-23",-0.137589830675514,-0.124765131957012,-0.0293254980399753,-0.0207657402540492
"2024-10-24",-0.136407986281748,-0.123565712633334,-0.027995288518894,-0.0194258977886094
"2024-10-25",-0.138180856854368,-0.125364947147114,-0.0299907198360654,-0.0221223323521439
"2024-10-29",-0.136849443572665,-0.124013734731756,-0.0284921650067168,-0.0198393102793704
"2024-10-30",-0.139878527138252,-0.127087863086359,-0.031901510450457,-0.0232905938301576
